season,player_name,Tm,Age,Int,PD,Sk,QBHits,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
2018,Nick Bellore,DET,29,0,0,0,0,ILB,Central Michigan,73,245,4.84,23,32.5,109,6.98,4
2019,Nick Bellore,SEA,30,0,0,0,0,ILB,Central Michigan,73,245,4.84,23,32.5,109,6.98,4
2020,Nick Bellore,SEA,31,0,0,0,0,ILB,Central Michigan,73,245,4.84,23,32.5,109,6.98,4
2021,Nick Bellore,SEA,32,0,0,0,0,ILB,Central Michigan,73,245,4.84,23,32.5,109,6.98,4
2022,Nick Bellore,SEA,33,0,0,0,0,ILB,Central Michigan,73,245,4.84,23,32.5,109,6.98,4
2016,Ronald Darby,BUF,22,0,12,0,1,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2017,Ronald Darby,PHI,23,3,9,0,0,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2018,Ronald Darby,PHI,24,1,12,0,0,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2019,Ronald Darby,PHI,25,2,11,0,0,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2020,Ronald Darby,WAS,26,0,16,0,0,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2021,Ronald Darby,DEN,27,0,6,0,0,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2022,Ronald Darby,DEN,28,0,3,0,0,CB,Florida State,71,193,4.38,12,41.5,129,6.94,4.14
2016,Chris Conte,TB,27,2,5,0,0,S,California,74,197,4.52,18,35.5,127,7.01,4.19
2017,Chris Conte,TB,28,1,8,0,0,S,California,74,197,4.52,18,35.5,127,7.01,4.19
2018,Chris Conte,TB,29,0,0,0,0,S,California,74,197,4.52,18,35.5,127,7.01,4.19
2016,Demario Davis,CLE,27,0,2,2,5,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2017,Demario Davis,NYJ,28,0,3,5,15,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2018,Demario Davis,NO,29,0,4,5,11,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2019,Demario Davis,NO,30,1,12,4,9,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2020,Demario Davis,NO,31,0,5,4,12,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2021,Demario Davis,NO,32,0,7,3,10,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2022,Demario Davis,NO,33,1,6,6.5,8,OLB,ArKCsas State,74,235,4.49,32,38.5,124,7.19,4.28
2016,Kevin Minter,ARI,26,0,2,3.5,7,ILB,LSU,72,246,4.81,25,33,119,7,4
2017,Kevin Minter,CIN,27,0,0,0,0,ILB,LSU,72,246,4.81,25,33,119,7,4
2018,Kevin Minter,TB,28,0,0,1,1,ILB,LSU,72,246,4.81,25,33,119,7,4
2019,Kevin Minter,TB,29,0,2,0,1,ILB,LSU,72,246,4.81,25,33,119,7,4
2020,Kevin Minter,TB,30,0,1,0,0,ILB,LSU,72,246,4.81,25,33,119,7,4
2021,Kevin Minter,TB,31,0,0,1,3,ILB,LSU,72,246,4.81,25,33,119,7,4
2016,Steven Nelson,KC,23,0,16,0,1,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2017,Steven Nelson,KC,24,0,4,0,0,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2018,Steven Nelson,KC,25,4,15,0,0,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2019,Steven Nelson,PIT,26,1,8,0,0,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2020,Steven Nelson,PIT,27,2,9,0,0,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2021,Steven Nelson,PHI,28,1,7,0,0,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2022,Steven Nelson,HOU,29,1,7,1,1,CB,Oregon State,70,197,4.49,19,34.5,115,6.88,4.07
2016,Lardarius Webb,BAL,31,1,5,1,1,CB,Nicholls State,70,179,4.35,15,36.5,121,6.77,4.1
2017,Lardarius Webb,BAL,32,2,4,2,2,CB,Nicholls State,70,179,4.35,15,36.5,121,6.77,4.1
2016,Shawn Williams,CIN,25,3,5,1,8,S,Georgia,72,213,4.46,25,36,120,7.01,4.25
2017,Shawn Williams,CIN,26,1,3,0,1,S,Georgia,72,213,4.46,25,36,120,7.01,4.25
2018,Shawn Williams,CIN,27,5,9,1,2,S,Georgia,72,213,4.46,25,36,120,7.01,4.25
2019,Shawn Williams,CIN,28,1,3,1,3,S,Georgia,72,213,4.46,25,36,120,7.01,4.25
2020,Shawn Williams,CIN,29,0,1,0,0,S,Georgia,72,213,4.46,25,36,120,7.01,4.25
2021,Shawn Williams,ATL,30,0,0,0,0,S,Georgia,72,213,4.46,25,36,120,7.01,4.25
2016,Jordan Hicks,PHI,24,5,11,1,5,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2017,Jordan Hicks,PHI,25,0,0,0,2,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2018,Jordan Hicks,PHI,26,0,5,3,6,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2019,Jordan Hicks,ARI,27,3,6,1.5,7,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2020,Jordan Hicks,ARI,28,1,4,0,1,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2021,Jordan Hicks,ARI,29,0,5,4,5,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2022,Jordan Hicks,MIN,30,1,10,3,4,OLB,Texas,73,236,4.68,20,38,124,6.78,4.15
2016,D.J. Swearinger,ARI,25,3,8,2,3,S,South Carolina,70,208,4.67,17,37,124,6.7,4.11
2017,D.J. Swearinger,WAS,26,4,10,0.5,1,S,South Carolina,70,208,4.67,17,37,124,6.7,4.11
2018,D.J. Swearinger,WAS,27,4,10,1,1,S,South Carolina,70,208,4.67,17,37,124,6.7,4.11
2019,D.J. Swearinger,NO,28,0,3,0,1,S,South Carolina,70,208,4.67,17,37,124,6.7,4.11
2020,D.J. Swearinger,NO,29,0,1,0,0,S,South Carolina,70,208,4.67,17,37,124,6.7,4.11
2016,Adrian Amos,CHI,23,0,4,0,0,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2017,Adrian Amos,CHI,24,1,3,0,0,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2018,Adrian Amos,CHI,25,2,9,1,1,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2019,Adrian Amos,GB,26,2,8,1,2,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2020,Adrian Amos,GB,27,2,9,2,3,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2021,Adrian Amos,GB,28,2,8,0,0,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2022,Adrian Amos,GB,29,1,5,1,2,S,Penn State,72,218,4.56,20,35.5,122,7.09,4.03
2016,Jake Ryan,GB,24,0,3,0,3,OLB,Michigan,74,240,4.65,20,34.5,120,7.11,4.2
2017,Jake Ryan,GB,25,0,0,1,1,OLB,Michigan,74,240,4.65,20,34.5,120,7.11,4.2
2016,Lorenzo Alexander,BUF,33,1,6,12.5,22,DT,California,74,289,5.12,28,29.5,106,7.53,4.55
2017,Lorenzo Alexander,BUF,34,0,1,3,15,DT,California,74,289,5.12,28,29.5,106,7.53,4.55
2018,Lorenzo Alexander,BUF,35,2,9,6.5,10,DT,California,74,289,5.12,28,29.5,106,7.53,4.55
2019,Lorenzo Alexander,BUF,36,0,9,2,9,DT,California,74,289,5.12,28,29.5,106,7.53,4.55
2016,David Amerson,LV,25,2,16,0,0,CB,NOth Carolina State,73,205,4.44,15,35.5,127,7,4
2017,David Amerson,LV,26,0,4,0,0,CB,NOth Carolina State,73,205,4.44,15,35.5,127,7,4
2018,David Amerson,ARI,27,1,2,0,0,CB,NOth Carolina State,73,205,4.44,15,35.5,127,7,4
2016,Jairus Byrd,NO,30,2,3,0,0,CB,Oregon,70,207,4.68,20,,114,7,4
2017,Jairus Byrd,CAR,31,0,0,0,0,CB,Oregon,70,207,4.68,20,,114,7,4
2016,C.J. Mosley,BAL,24,4,8,0,4,ILB,Alabama,74,234,4.65,20,35,118,7.3,4.4
2016,C.J. Mosley,BAL,24,4,8,0,4,DT,Missouri,74,314,5.08,27,27.5,100,8.21,4.64
2017,C.J. Mosley,BAL,25,2,7,1,5,ILB,Alabama,74,234,4.65,20,35,118,7.3,4.4
2017,C.J. Mosley,BAL,25,2,7,1,5,DT,Missouri,74,314,5.08,27,27.5,100,8.21,4.64
2018,C.J. Mosley,BAL,26,1,5,0.5,2,ILB,Alabama,74,234,4.65,20,35,118,7.3,4.4
2018,C.J. Mosley,BAL,26,1,5,0.5,2,DT,Missouri,74,314,5.08,27,27.5,100,8.21,4.64
2019,C.J. Mosley,NYJ,27,1,2,0,0,ILB,Alabama,74,234,4.65,20,35,118,7.3,4.4
2019,C.J. Mosley,NYJ,27,1,2,0,0,DT,Missouri,74,314,5.08,27,27.5,100,8.21,4.64
2021,C.J. Mosley,NYJ,29,0,2,2,3,ILB,Alabama,74,234,4.65,20,35,118,7.3,4.4
2021,C.J. Mosley,NYJ,29,0,2,2,3,DT,Missouri,74,314,5.08,27,27.5,100,8.21,4.64
2022,C.J. Mosley,NYJ,30,1,7,1,3,ILB,Alabama,74,234,4.65,20,35,118,7.3,4.4
2022,C.J. Mosley,NYJ,30,1,7,1,3,DT,Missouri,74,314,5.08,27,27.5,100,8.21,4.64
2016,Denzel Perryman,LAC,24,1,2,2,2,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2017,Denzel Perryman,LAC,25,0,0,0,0,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2018,Denzel Perryman,LAC,26,1,2,0,1,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2019,Denzel Perryman,LAC,27,1,1,0,0,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2020,Denzel Perryman,LAC,28,0,1,1,2,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2021,Denzel Perryman,LV,29,0,3,0,3,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2022,Denzel Perryman,LV,30,2,2,1,5,ILB,Miami (FL),71,236,4.78,27,32,113,7,4
2016,Sean Davis,PIT,23,1,5,1.5,4,CB,Maryland,73,201,4.46,21,37.5,126,6.64,3.97
2017,Sean Davis,PIT,24,3,8,1,2,CB,Maryland,73,201,4.46,21,37.5,126,6.64,3.97
2018,Sean Davis,PIT,25,1,7,0,1,CB,Maryland,73,201,4.46,21,37.5,126,6.64,3.97
2019,Sean Davis,PIT,26,0,0,0,0,CB,Maryland,73,201,4.46,21,37.5,126,6.64,3.97
2020,Sean Davis,PIT,27,0,1,0,0,CB,Maryland,73,201,4.46,21,37.5,126,6.64,3.97
2016,Gerald Hodges,SF,25,2,2,3,4,OLB,Penn State,73,243,4.78,22,,119,7,4
2017,Gerald Hodges,NO,26,0,0,0,0,OLB,Penn State,73,243,4.78,22,,119,7,4
2016,Glover Quin,DET,30,2,5,0,1,S,New Mexico,71,204,4.5,22,38,119,7.39,4.43
2017,Glover Quin,DET,31,3,6,0,0,S,New Mexico,71,204,4.5,22,38,119,7.39,4.43
2018,Glover Quin,DET,32,0,3,1,2,S,New Mexico,71,204,4.5,22,38,119,7.39,4.43
2016,Jalen Ramsey,JAX,22,2,14,0,1,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2017,Jalen Ramsey,JAX,23,4,17,0,0,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2018,Jalen Ramsey,JAX,24,3,13,0,0,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2019,Jalen Ramsey,LAR,25,1,5,0,0,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2020,Jalen Ramsey,LAR,26,1,9,0,1,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2021,Jalen Ramsey,LAR,27,4,16,0,1,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2022,Jalen Ramsey,LAR,28,4,18,2,2,CB,Florida State,73,209,4.41,14,41.5,135,6.94,4.18
2016,Ryan Shazier,PIT,24,3,9,3.5,7,OLB,Ohio State,73,237,4.58,25,42,130,6.91,4.21
2017,Ryan Shazier,PIT,25,3,11,0,2,OLB,Ohio State,73,237,4.58,25,42,130,6.91,4.21
2016,Daniel Sorensen,KC,26,3,6,1,3,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2017,Daniel Sorensen,KC,27,1,6,1.5,7,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2018,Daniel Sorensen,KC,28,1,2,0,1,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2019,Daniel Sorensen,KC,29,2,4,0,2,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2020,Daniel Sorensen,KC,30,3,5,0,4,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2021,Daniel Sorensen,KC,31,2,8,1,3,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2022,Daniel Sorensen,NO,32,2,3,0,0,S,BYU,73,205,4.67,13,32,114,6.47,3.95
2016,Darian Stewart,DEN,28,3,6,0,2,S,South Carolina,71,213,4.53,12,37,122,7,4.32
2017,Darian Stewart,DEN,29,3,5,0,0,S,South Carolina,71,213,4.53,12,37,122,7,4.32
2018,Darian Stewart,DEN,30,2,3,1,2,S,South Carolina,71,213,4.53,12,37,122,7,4.32
2019,Darian Stewart,TB,31,0,1,0,1,S,South Carolina,71,213,4.53,12,37,122,7,4.32
2016,Duke Ihenacho,WAS,27,0,2,0,1,S,San Jose State,72,213,4.67,20,35,122,6.78,4.22
2016,Adam Jones,CIN,33,1,7,0,1,CB,West Virginia,69,187,4.38,20,,114,7,4
2017,Adam Jones,CIN,34,1,4,0,0,CB,West Virginia,69,187,4.38,20,,114,7,4
2018,Adam Jones,DEN,35,1,3,0,0,CB,West Virginia,69,187,4.38,20,,114,7,4
2016,Khalil Mack,LV,25,1,3,11,26,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2017,Khalil Mack,LV,26,0,3,10.5,22,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2018,Khalil Mack,CHI,27,1,4,12.5,18,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2019,Khalil Mack,CHI,28,0,4,8.5,14,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2020,Khalil Mack,CHI,29,1,3,9,13,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2021,Khalil Mack,CHI,30,0,0,6,7,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2022,Khalil Mack,LAC,31,0,2,8,12,OLB,Buffalo,75,251,4.65,23,40,128,7.08,4.18
2016,Keenan Robinson,NYG,27,0,7,0,1,ILB,Texas,75,242,4.72,27,35.5,120,7,4
2017,Keenan Robinson,NYG,28,0,2,0,0,ILB,Texas,75,242,4.72,27,35.5,120,7,4
2016,Artie Burns,PIT,21,3,13,0,0,CB,Miami (FL),72,193,4.46,20,31.5,114,7,4
2017,Artie Burns,PIT,22,1,13,0,1,CB,Miami (FL),72,193,4.46,20,31.5,114,7,4
2018,Artie Burns,PIT,23,0,1,0,0,CB,Miami (FL),72,193,4.46,20,31.5,114,7,4
2019,Artie Burns,PIT,24,0,0,0,0,CB,Miami (FL),72,193,4.46,20,31.5,114,7,4
2021,Artie Burns,CHI,26,0,6,0,0,CB,Miami (FL),72,193,4.46,20,31.5,114,7,4
2016,Patrick Chung,NE,29,1,3,1,1,S,Oregon,71,212,4.49,25,34,119,7,4
2017,Patrick Chung,NE,30,1,9,0,3,S,Oregon,71,212,4.49,25,34,119,7,4
2018,Patrick Chung,NE,31,1,3,0.5,2,S,Oregon,71,212,4.49,25,34,119,7,4
2019,Patrick Chung,NE,32,0,3,0,0,S,Oregon,71,212,4.49,25,34,119,7,4
2016,D'Qwell Jackson,IND,33,0,3,1,3,ILB,Maryland,72,230,4.73,19,37,116,7.05,4.36
2016,Jalen Mills,PHI,22,0,7,0,0,S,LSU,72,191,4.61,16,37,123,6.86,4
2017,Jalen Mills,PHI,23,3,14,0,0,S,LSU,72,191,4.61,16,37,123,6.86,4
2018,Jalen Mills,PHI,24,0,9,0,0,S,LSU,72,191,4.61,16,37,123,6.86,4
2019,Jalen Mills,PHI,25,1,7,0,0,S,LSU,72,191,4.61,16,37,123,6.86,4
2020,Jalen Mills,PHI,26,1,3,1.5,5,S,LSU,72,191,4.61,16,37,123,6.86,4
2021,Jalen Mills,NE,27,0,7,0,0,S,LSU,72,191,4.61,16,37,123,6.86,4
2022,Jalen Mills,NE,28,2,5,0,1,S,LSU,72,191,4.61,16,37,123,6.86,4
2016,Josh NOman,WAS,29,3,19,0,1,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2017,Josh NOman,WAS,30,0,9,0,0,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2018,Josh NOman,WAS,31,3,9,0,0,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2019,Josh NOman,WAS,32,1,6,1,0,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2020,Josh NOman,BUF,33,1,4,0,0,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2021,Josh NOman,SF,34,1,5,0,0,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2022,Josh NOman,CAR,35,0,0,0,0,CB,Coastal Carolina,72,197,4.61,14,33,124,7.09,4.23
2016,Kam Chancellor,SEA,28,2,8,0,0,S,Virginia Tech,75,231,4.62,22,32,116,7.36,4.41
2017,Kam Chancellor,SEA,29,0,2,0,0,S,Virginia Tech,75,231,4.62,22,32,116,7.36,4.41
2016,Casey Hayward,LAC,27,7,20,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2017,Casey Hayward,LAC,28,4,22,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2018,Casey Hayward,LAC,29,0,8,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2019,Casey Hayward,LAC,30,2,8,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2020,Casey Hayward,LAC,31,1,8,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2021,Casey Hayward,LV,32,1,9,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2022,Casey Hayward,ATL,33,1,3,0,0,CB,Vanderbilt,71,192,4.47,19,34,119,6.76,3.9
2016,Kareem Jackson,HOU,28,1,4,0,0,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2017,Kareem Jackson,HOU,29,1,10,1,2,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2018,Kareem Jackson,HOU,30,2,17,1,1,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2019,Kareem Jackson,DEN,31,2,10,0,0,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2020,Kareem Jackson,DEN,32,1,4,0,0,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2021,Kareem Jackson,DEN,33,1,2,1,0,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2022,Kareem Jackson,DEN,34,0,3,0,0,CB,Alabama,70,196,4.4,13,37.5,118,6.92,4.14
2016,Kenny Vaccaro,NO,25,2,5,1,8,S,Texas,72,214,4.63,15,38,121,6.78,4.06
2017,Kenny Vaccaro,NO,26,3,7,1.5,2,S,Texas,72,214,4.63,15,38,121,6.78,4.06
2018,Kenny Vaccaro,TEN,27,1,4,2,4,S,Texas,72,214,4.63,15,38,121,6.78,4.06
2019,Kenny Vaccaro,TEN,28,1,5,1,6,S,Texas,72,214,4.63,15,38,121,6.78,4.06
2020,Kenny Vaccaro,TEN,29,0,5,1,1,S,Texas,72,214,4.63,15,38,121,6.78,4.06
2016,Robert Alford,ATL,28,2,19,0,0,CB,SE Louisiana,70,188,4.39,17,40,132,6.89,4.23
2017,Robert Alford,ATL,29,1,20,0,0,CB,SE Louisiana,70,188,4.39,17,40,132,6.89,4.23
2018,Robert Alford,ATL,30,0,11,0,0,CB,SE Louisiana,70,188,4.39,17,40,132,6.89,4.23
2021,Robert Alford,ARI,33,1,4,0,0,CB,SE Louisiana,70,188,4.39,17,40,132,6.89,4.23
2016,Clayton Geathers,IND,24,0,5,0,0,S,Central Florida,74,218,4.55,22,37,120,7.21,4.27
2017,Clayton Geathers,IND,25,0,0,0,0,S,Central Florida,74,218,4.55,22,37,120,7.21,4.27
2018,Clayton Geathers,IND,26,0,3,0,2,S,Central Florida,74,218,4.55,22,37,120,7.21,4.27
2019,Clayton Geathers,IND,27,1,1,0,0,S,Central Florida,74,218,4.55,22,37,120,7.21,4.27
2016,Ladarius Gunter,GB,24,0,12,0,0,S,Miami (FL),73,202,4.62,12,33.5,108,7.18,4.41
2016,Lamarcus Joyner,LAR,26,0,5,1,2,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2017,Lamarcus Joyner,LAR,27,3,9,0,0,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2018,Lamarcus Joyner,LAR,28,1,3,1,1,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2019,Lamarcus Joyner,LV,29,0,3,0,0,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2020,Lamarcus Joyner,LV,30,0,5,0,0,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2021,Lamarcus Joyner,NYJ,31,0,0,0,0,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2022,Lamarcus Joyner,NYJ,32,3,6,0,2,CB,Florida State,68,184,4.55,14,37.5,124,7.26,4.4
2016,T.J. McDonald,LAR,25,2,6,1,4,S,USC,74,219,4.59,19,40,131,6.89,4.2
2017,T.J. McDonald,MIA,26,1,3,0,0,S,USC,74,219,4.59,19,40,131,6.89,4.2
2018,T.J. McDonald,MIA,27,3,5,0,0,S,USC,74,219,4.59,19,40,131,6.89,4.2
2016,Reggie Nelson,LV,33,5,12,0,1,S,Florida,71,198,4.48,20,34.5,114,7,4
2017,Reggie Nelson,LV,34,1,5,0,0,S,Florida,71,198,4.48,20,34.5,114,7,4
2018,Reggie Nelson,LV,35,2,2,0,0,S,Florida,71,198,4.48,20,34.5,114,7,4
2016,George Iloka,CIN,26,3,7,0,0,S,Boise State,76,225,4.6,20,34.5,124,7.03,4.03
2017,George Iloka,CIN,27,1,5,0,0,S,Boise State,76,225,4.6,20,34.5,124,7.03,4.03
2018,George Iloka,MIN,28,0,0,0,0,S,Boise State,76,225,4.6,20,34.5,124,7.03,4.03
2020,George Iloka,MIN,30,0,0,0,0,S,Boise State,76,225,4.6,20,34.5,124,7.03,4.03
2016,Dwight Lowery,LAC,30,1,9,0,0,CB,San Jose State,71,201,4.54,16,33.5,116,7.31,4.38
2016,Nathan Stupar,NO,28,1,2,1,1,OLB,Penn State,74,241,4.65,21,31,116,6.84,4.28
2017,Nathan Stupar,NO,29,0,0,0,0,OLB,Penn State,74,241,4.65,21,31,116,6.84,4.28
2018,Nathan Stupar,NYG,30,0,0,0,0,OLB,Penn State,74,241,4.65,21,31,116,6.84,4.28
2019,Nathan Stupar,NYG,31,0,0,0,0,OLB,Penn State,74,241,4.65,21,31,116,6.84,4.28
2016,Danny Trevathan,CHI,26,0,4,1,1,OLB,Kentucky,72,237,4.84,18,31.5,111,7,4
2017,Danny Trevathan,CHI,27,1,5,2,5,OLB,Kentucky,72,237,4.84,18,31.5,111,7,4
2018,Danny Trevathan,CHI,28,2,6,2,4,OLB,Kentucky,72,237,4.84,18,31.5,111,7,4
2019,Danny Trevathan,CHI,29,0,1,1,4,OLB,Kentucky,72,237,4.84,18,31.5,111,7,4
2020,Danny Trevathan,CHI,30,0,5,1,2,OLB,Kentucky,72,237,4.84,18,31.5,111,7,4
2021,Danny Trevathan,CHI,31,0,0,0,0,OLB,Kentucky,72,237,4.84,18,31.5,111,7,4
2016,Donte Whitner,WAS,31,0,0,0,1,S,Ohio State,70,204,4.4,18,40,132,7,4
2016,Eric Reid,SF,25,1,5,0,5,S,LSU,73,213,4.53,17,40.5,134,6.99,4.22
2017,Eric Reid,SF,26,2,4,0,3,S,LSU,73,213,4.53,17,40.5,134,6.99,4.22
2018,Eric Reid,CAR,27,1,5,1,1,S,LSU,73,213,4.53,17,40.5,134,6.99,4.22
2019,Eric Reid,CAR,28,0,6,4,5,S,LSU,73,213,4.53,17,40.5,134,6.99,4.22
2016,Eric Weddle,BAL,31,4,13,1,1,S,Utah,71,203,4.48,11,33.5,113,6.78,4.12
2017,Eric Weddle,BAL,32,6,8,1,1,S,Utah,71,203,4.48,11,33.5,113,6.78,4.12
2018,Eric Weddle,BAL,33,0,3,1,4,S,Utah,71,203,4.48,11,33.5,113,6.78,4.12
2019,Eric Weddle,LAR,34,0,4,0,1,S,Utah,71,203,4.48,11,33.5,113,6.78,4.12
2016,James Bradberry,CAR,23,2,10,0,0,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2017,James Bradberry,CAR,24,2,10,1,1,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2018,James Bradberry,CAR,25,1,15,1,1,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2019,James Bradberry,CAR,26,3,12,1,1,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2020,James Bradberry,NYG,27,3,18,0,0,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2021,James Bradberry,NYG,28,4,17,0,0,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2022,James Bradberry,PHI,29,3,17,0,0,CB,Samford,73,211,4.5,16,36,124,6.91,4.21
2016,Ross Cockrell,PIT,25,0,14,0,1,CB,Duke,72,191,4.56,10,36.5,122,7.28,4.32
2017,Ross Cockrell,NYG,26,3,11,0,0,CB,Duke,72,191,4.56,10,36.5,122,7.28,4.32
2019,Ross Cockrell,CAR,28,2,8,0,0,CB,Duke,72,191,4.56,10,36.5,122,7.28,4.32
2020,Ross Cockrell,TB,29,0,1,0,1,CB,Duke,72,191,4.56,10,36.5,122,7.28,4.32
2021,Ross Cockrell,TB,30,0,7,0,2,CB,Duke,72,191,4.56,10,36.5,122,7.28,4.32
2016,E.J. Gaines,LAR,24,0,7,0,1,CB,Missouri,70,190,4.44,15,,114,7,4
2017,E.J. Gaines,BUF,25,1,9,0,0,CB,Missouri,70,190,4.44,15,,114,7,4
2018,E.J. Gaines,CLE,26,1,3,0,0,CB,Missouri,70,190,4.44,15,,114,7,4
2016,Micah Hyde,GB,26,3,9,1,2,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2017,Micah Hyde,BUF,27,5,13,0,0,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2018,Micah Hyde,BUF,28,2,5,0,0,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2019,Micah Hyde,BUF,29,1,2,0,1,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2020,Micah Hyde,BUF,30,1,5,0,0,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2021,Micah Hyde,BUF,31,5,10,1,2,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2022,Micah Hyde,BUF,32,0,0,0,0,CB,Iowa,72,197,4.56,12,33,121,6.78,4.2
2016,Bruce Irvin,LV,29,0,1,7,25,OLB,West Virginia,75,245,4.41,23,33.5,123,6.7,4.03
2017,Bruce Irvin,LV,30,0,3,8,12,OLB,West Virginia,75,245,4.41,23,33.5,123,6.7,4.03
